Company/Brand,Location,Sector,What it does,Investor,Amount,Stage,Year
SP Robotic Works,Chennai,EdTech,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,Mount Judi India Growth Fund,3000000.0,Series A,2021
3SC,Gurugram,Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,GEF Capital’s South Asia Fund,15000000.0,Series B,2021
Chai Waale,Chennai,Food & Beverages,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.","Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,,2021
Minimalist,Jaipur,Cosmetics,Affordable skincare for all,Sequoia Capital,10000000.0,Series A,2021
Biconomy,New Delhi,Blockchain,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Mechanism Capital, DACM",9000000.0,,2021
Fixcraft,Gurugram,Automotive,India's Most Trusted Automotive Repair Brand,,1000000.0,Pre-series A,2021
Slice,Bangalore,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,,2021
90+ My Tuition App,Bangalore,EdTech,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Pearl Investment LLC,5000000.0,Series A,2021
Wasabi,Bangalore,Consulting,Help small businesses grow their sales via our customer interaction and growth platform.,"021 Capital, Sparrow Capital",1800000.0,Seed,2021
Strata,Bangalore,Real Estate,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,Series A,2021
Ourbetterplanet,Bangalore,E-commerce,A curated online marketplace for all things sustainable!,VANS Group,300000.0,Seed,2021
Murf.ai,Bangalore,SaaS,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",Elevation Capital,1500000.0,Seed,2021
JetSynthesys,Pune,Media,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Sachin Tendulkar,2000000.0,,2021
MYFITNESS,Silvassa,Fitness,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",9Unicorns,1000000.0,Seed,2021
I am Love,Mumbai,HealthCare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Xentel Investments,4000000.0,Seed,2021
MyGlamm,Mumbai,D2C,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,Accel Partners,40000000.0,,2021
Gumlet,Bangalore,IT,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,Sequoia’s Surge,1600000.0,,2021
Eloelo,Bangalore,Gaming,Creator-led Social Gaming & Live Streaming Platform,"Waterbridge, Lumikai",2000000.0,Pre-series A,2021
Edukemy,Noida,EdTech,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.","Auxano, Falcon5",2000000.0,Pre-series A,2021
Zingbus,Gurugram,Mobility,Zingbus is a renowned brand in the bus operating industry.,Infoedge ventures,5000000.0,Pre-series A,2021
NewsReach,Ahmedabad,Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,JITO Angel Network,300000.0,Seed,2021
Pencilton,Hyderabad,FinTech,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",Jupiter,330000.0,Pre-seed,2021
Bandhoo,Gurugram,IT,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",Unitus Ventures,1000000.0,,2021
ixigo,Gurugram,IT,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","GIC, Infoedge",53000000.0,,2021
The Whole Truth,Mumbai,Food & Beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Sequoia Capital,6000000.0,Series A,2021
Insane AI,Bangalore,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,pi Ventures,800000.0,Seed,2021
Learn4o Technology,Jaipur,E-learning,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",IAN,0.0,Seed,2021
Droom,Gurugram,Automobile,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",,200000000.0,,2021
Skymet,Noida,Environmental Services,Provide services that allow clients to understand and organize themselves around changing environment.,"Northern Arc, Caspian Impact Investments",1000000.0,,2021
Go Swift,Bangalore,Consumer Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,Kalaari Capital,2000000.0,Pre-series A,2021
Mamaearth,Gurugram,HealthCare,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,Sofina Ventures SA,50000000.0,,2021
G.O.A.T,Bangalore,D2C,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Tiger Global, Flipkart Ventures",36000000.0,Series A,2021
Keeros,Lucknow,Food & Beverages,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",Venture Catalysts,0.0,Pre-series A,2021
ReDesyn,Mumbai,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",Anthill Ventures,300000.0,Pre-series A,2021
Inspacco,Pune,Facilities Services,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",,200000.0,,2021
Knorish,Gurugram,EdTech,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021
Dozee,Bangalore,HealthCare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",Prime VP,5000000.0,Series A,2021
BlackBuck,Bangalore,Logistics & Supply Chain,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Series E,2021
Mailmodo,Bangalore,Marketing & Advertising,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021
SuperBeings,Bangalore,Computer Software,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",Endiya Partners,0.0,Seed,2021
NirogStreet,New Delhi,HealthCare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A,2021
Hyreo,Thiruvananthapuram,Human Resources,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,Callapina Capital,0.0,Pre-series A,2021
GODI Energy,Hyderabad,Automotive,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Blue Ashva Capital,0.0,,2021
Even,Bangalore,HealthCare,One monthly subscription to cover all your healthcare needs.,Khosla Ventures,5000000.0,Seed,2021
Captain Fresh,Bangalore,Logistics,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,"Accel Partners, Matrix India",12000000.0,Series A,2021
Otipy,Gurugram,Food & Beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,"Omidyar Network India, Innoven Capital",10200000.0,Series A,2021
Lenskart,Faridabad,Eyewear,India's fastest growing eyewear company and largest eyewear company online.,"Temasek, Falcon Edge",220000000.0,,2021
Eka.care,Bangalore,HealthCare,A digitally enabled and connected healthcare ecosystem for better health outcomes.,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,,2021
Braingroom,Chennai,EdTech,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","IAN, Social Alpha, Startup Oasis",200000.0,,2021
Edvizo,Bangalore,Consumer Services,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Inflection Point Ventures,1000000.0,Pre-series A,2021
Credenc,New Delhi,FinTech,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Capital India,25000000.0,,2021
GlobalBees,New Delhi,D2C,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021
Spinny,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in India.,Tiger Global,108000000.0,Series D,2021
Mynvax,Bangalore,BioTechnology,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Accel, LetsVenture, 1Crowd",4000000.0,Series A,2021
RiseBird,Pune,Human Resources,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,SAB Holdings,500000.0,,2021
Uvi Health,Bangalore,HealthCare,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Titan Capital,330000.0,Pre-seed,2021
Vegrow,Bangalore,Farming,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Lightspeed Venture Partners, Elevation Capital",13000000.0,,2021
Automovill,Bangalore,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",Mumbai Angels Network,500000.0,,2021
NFTically,Gurugram,NFT Marketplace,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Jayanti Kanani,0.0,Seed,2021
HealthifyMe,Bangalore,HealthCare,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"LeapFrog, Khosla Ventures",75000000.0,Series C,2021
GalaxyCard,Gurugram,FinTech,GalaxyCard is a mobile based Instant Credit Card.,JITO Angel Network,450000.0,,2021
Bella Vita Organic,Gurugram,HealthCare,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Ananta Capital,10000000.0,,2021
SmartCoin,Bangalore,FinTech,India's Most Preferred Instant Loan App,"Northern Arc, Vivriti Capital",10000000.0,,2021
CareerNinja,Mumbai,EdTech,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Unitus Ventures,0.0,Seed,2021
MYSUN,New Delhi,Solar,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",TATA Cleantech Capital,2000000.0,,2021
Sea6 Energy,Bangalore,BioTechnology,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",Aqua-Spark,9000000.0,Series B,2021
Beco,Mumbai,Consumer Goods,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",Climate Angels Fund,500000.0,Seed,2021
OneCode,Bangalore,Internet,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Sequoia’s Surge, Nexus Venture Partners",5000000.0,,2021
MedPay,Bangalore,IT,MedPay® is building the real-time claims adjudication platform for health insurers.,"Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed,2021
Inshorts,Noida,Internet,Built Inshorts with a promise to deliver news,Vy Capital,60000000.0,,2021
Digantara,Bangalore,SpaceTech,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",Kalaari Capital,2500000.0,Seed,2021
Aqgromalin,Chennai,AgriTech,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,Zephyr Peacock,700000.0,Seed,2021
Square Yards,Gurugram,Real Estate,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,ADM Capital,25000000.0,,2021
OYO,Gurugram,Hospitality,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,,2021
Slang Labs,Bangalore,Computer Software,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,100x Entrepreneurs,0.0,,2021
NirogGyan,Gurugram,HealthCare,"Simplifying Diagnostics for labs, doctors, and people.","Healthcare veterans, PIEDS",0.0,Seed,2021
Ola Electric,Bangalore,Automotive,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,Bank of Baroda,100000000.0,Debt,2021
Bikry app,Noida,Consumer software,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",YCombinator,1300000.0,,2021
Oliveboard,Bangalore,EdTech,Oliveboard is the top exam preparation platform for Banking & Government Exams.,IAN Fund,3000000.0,,2021
Little Leap,New Delhi,EdTech,Soft Skills that make Smart Leaders,Vishal Gupta,0.0,,2021
